Time,Recording
'0,004145833333333','-0,002266140189022'
'0,004166666666667','-0,004156140610576'
'0,0041875','-0,004965137690306'
'0,004208333333333','-0,005770678631961'
'0,004229166666667','-0,007023818790913'
'0,00425','-0,008661697618663'
'0,004270833333333','-0,008882101625204'
'0,004291666666667','-0,00989730283618'
'0,0043125','-0,011367010883987'
'0,004333333333333','-0,011675762012601'
'0,004354166666667','-0,011813323013485'
'0,004375','-0,012655793689191'
'0,004395833333333','-0,013164593838155'
'0,004416666666667','-0,0125249074772'
'0,0044375','-0,012704527936876'
'0,004458333333333','-0,013197228312492'
'0,004479166666667','-0,01266919542104'
'0,0045','-0,011764414608479'
'0,004520833333333','-0,012165787629783'
'0,004541666666667','-0,011462213471532'
'0,0045625','-0,010583019815385'
'0,004583333333333','-0,009959744289517'
'0,004604166666667','-0,010146808810532'
'0,004625','-0,009488256648183'
'0,004645833333333','-0,008917775005102'
'0,004666666666667','-0,008865090087056'
'0,0046875','-0,009096266701818'
'0,004708333333333','-0,008467089384794'
'0,004729166666667','-0,008418177254498'
'0,00475','-0,008992076851428'
'0,004770833333333','-0,00872129201889'
'0,004791666666667','-0,008219025097787'
'0,0048125','-0,008362795226276'
'0,004833333333333','-0,008975027129054'
'0,004854166666667','-0,008120004087687'
'0,004875','-0,007792852818966'
'0,004895833333333','-0,008074418641627'
'0,004916666666667','-0,007799540180713'
'0,0049375','-0,006782349199057'
'0,004958333333333','-0,00663791038096'
'0,004979166666667','-0,006465514190495'
'0,005','-0,005373300053179'
'0,005020833333333','-0,003947905264795'
'0,005041666666667','-0,004104848951101'
'0,0050625','-0,002945172134787'
'0,005083333333333','-0,001317614107393'
'0,005104166666667','-0,000921158120036'
'0,005125','-0,000213355291635'
'0,005145833333333','0,001412661746144'
'0,005166666666667','0,002286920789629'
'0,0051875','0,002693843096495'
'0,005208333333333','0,003773998934776'
'0,005229166666667','0,005046322476119'
'0,00525','0,005637170281261'
'0,005270833333333','0,005853685550392'
'0,005291666666667','0,006900875363499'
'0,0053125','0,007332567125559'
'0,005333333333333','0,007220005616546'
'0,005354166666667','0,007355897221714'
'0,005375','0,0080072786659'
'0,005395833333333','0,007533759344369'
'0,005416666666667','0,007252275012434'
'0,0054375','0,007588290609419'
'0,005458333333333','0,007751298137009'
'0,005479166666667','0,006844057701528'
'0,0055','0,00706003466621'
'0,005520833333333','0,007018298842013'
'0,005541666666667','0,006609813310206'
'0,0055625','0,005807007197291'
'0,005583333333333','0,005956057924777'
'0,005604166666667','0,006237511523068'
'0,005625','0,005356014706194'
'0,005645833333333','0,005646489094943'
'0,005666666666667','0,006042807362974'
'0,0056875','0,005848178640008'
'0,005708333333333','0,005583539605141'
'0,005729166666667','0,006214869674295'
'0,00575','0,006378795951605'
'0,005770833333333','0,006374882534146'
'0,005791666666667','0,006185343954712'
'0,0058125','0,006822511088103'
'0,005833333333333','0,006404048297554'
'0,005854166666667','0,006062365602702'
'0,005875','0,006111406255513'
'0,005895833333333','0,006189802195877'
'0,005916666666667','0,00515284249559'
'0,0059375','0,004569310694933'
'0,005958333333333','0,004579310771078'
'0,005979166666667','0,003426343202591'
'0,006','0,00210200319998'
'0,006020833333333','0,001671505626291'
'0,006041666666667','0,001045275479555'
'0,0060625','-0,000669538683724'
'0,006083333333333','-0,001278421259485'
'0,006104166666667','-0,001596546499059'
'0,006125','-0,002382073551416'
'0,006145833333333','-0,003692564088851'
'0,006166666666667','-0,003395554143935'
'0,0061875','-0,003711684141308'
'0,006208333333333','-0,004614933859557'
'0,006229166666667','-0,005046356003731'
'0,00625','-0,004556455649436'
'0,006270833333333','-0,004935793578625'
'0,006291666666667','-0,00524114863947'
'0,0063125','-0,004625817760825'
'0,006333333333333','-0,004106837324798'
'0,006354166666667','-0,004327195696533'
'0,006375','-0,004142919555306'
'0,006395833333333','-0,002941684331745'
'0,006416666666667','-0,002786980709061'
'0,0064375','-0,002985713770613'
'0,006458333333333','-0,002430478110909'
'0,006479166666667','-0,001650903956033'
'0,0065','-0,002320613479242'
'0,006520833333333','-0,002146343700588'
'0,006541666666667','-0,001535506802611'
'0,0065625','-0,001864911057055'
'0,006583333333333','-0,002547919284552'
'0,006604166666667','-0,001891371794045'
'0,006625','-0,002136975061148'
'0,006645833333333','-0,00284338905476'
'0,006666666666667','-0,003098636399955'
'0,0066875','-0,002763888798654'
'0,006708333333333','-0,003207922680303'
'0,006729166666667','-0,004038249142468'
'0,00675','-0,003575495677069'
'0,006770833333333','-0,003433548379689'
'0,006791666666667','-0,003655487205833'
'0,0068125','-0,00341342901811'
'0,006833333333333','-0,002642810810357'
'0,006854166666667','-0,002404982224107'
'0,006875','-0,002167413476855'
'0,006895833333333','-0,001512876828201'
'0,006916666666667','-0,000296288460959'
'0,0069375','4,42934688180685E-05'
'0,006958333333333','0,00066873896867'
'0,006979166666667','0,002058820100501'
'0,007','0,003015580121428'
'0,007020833333333','0,003193153534085'
'0,007041666666667','0,004447151906788'
'0,0070625','0,005831225309521'
'0,007083333333333','0,005759984720498'
'0,007104166666667','0,006120503880084'
'0,007125','0,007256134413183'
'0,007145833333333','0,007105185650289'
'0,007166666666667','0,00698175188154'
'0,0071875','0,007296525873244'
'0,007208333333333','0,00756324082613'
'0,007229166666667','0,00689588021487'
'0,00725','0,006216684821993'
'0,007270833333333','0,00683404551819'
'0,007291666666667','0,006390012800694'
'0,0073125','0,005338750779629'
'0,007333333333333','0,005378060042858'
'0,007354166666667','0,005320554133505'
'0,007375','0,00425656652078'
'0,007395833333333','0,004047951195389'
'0,007416666666667','0,004310461226851'
'0,0074375','0,004147199448198'
'0,007458333333333','0,003336240071803'
'0,007479166666667','0,003890736959875'
'0,0075','0,00430293334648'
'0,007520833333333','0,0040447213687'
'0,007541666666667','0,003742336994037'
'0,0075625','0,004376606550068'
'0,007583333333333','0,00460308836773'
'0,007604166666667','0,003847344312817'
'0,007625','0,004233069717884'
'0,007645833333333','0,004819410853088'
'0,007666666666667','0,004042943008244'
'0,0076875','0,00386412278749'
'0,007708333333333','0,004202646669'
'0,007729166666667','0,003601178061217'
'0,00775','0,003065560478717'
'0,007770833333333','0,002660610713065'
'0,007791666666667','0,002362870844081'
'0,0078125','0,001143446192145'
'0,007833333333333','0,000388499349356'
'0,007854166666667','-0,000109003507532'
'0,007875','-0,000614382210188'
'0,007895833333333','-0,00214361329563'
'0,007916666666667','-0,002785132499412'
'0,0079375','-0,003166057867929'
'0,007958333333333','-0,004264843184501'
'0,007979166666667','-0,005549081601202'
'0,008','-0,005534659605473'
'0,008020833333333','-0,006349421106279'
'0,008041666666667','-0,007694692350924'
'0,0080625','-0,007534413132817'
'0,008083333333333','-0,007712786551565'
'0,008104166666667','-0,008381361141801'
'0,008125','-0,008681815117598'
'0,008145833333333','-0,007854448631406'
'0,008166666666667','-0,007860194891691'
'0,0081875','-0,008104194886982'
'0,008208333333333','-0,007688894867897'
'0,008229166666667','-0,007020263466984'
'0,00825','-0,007168575190008'
'0,008270833333333','-0,007043804973364'
'0,008291666666667','-0,006519732065499'
'0,0083125','-0,005890119355172'
'0,008333333333333','-0,006553117651492'
'0,008354166666667','-0,005983198061585'
'0,008375','-0,005179873201996'
'0,008395833333333','-0,005707367323339'
'0,008416666666667','-0,006052347831428'
'0,0084375','-0,00552705489099'
'0,008458333333333','-0,005764281377196'
'0,008479166666667','-0,006458489224315'
'0,0085','-0,006355831865221'
'0,008520833333333','-0,006116547621787'
'0,008541666666667','-0,006548055447638'
'0,0085625','-0,007012203801423'
'0,008583333333333','-0,006307111121714'
'0,008604166666667','-0,006279993336648'
'0,008625','-0,006273220758885'
'0,008645833333333','-0,005857135634869'
'0,008666666666667','-0,004716123454273'
'0,0086875','-0,004654829856008'
'0,008708333333333','-0,004136310890317'
'0,008729166666667','-0,002902867272496'
'0,00875','-0,001591024920344'
'0,008770833333333','-0,001259670360014'
'0,008791666666667','0,000259304651991'
'0,0088125','0,001724299509078'
'0,008833333333333','0,002089542103931'
'0,008854166666667','0,003056723857299'
'0,008875','0,004587677307427'
'0,008895833333333','0,005358254536986'
'0,008916666666667','0,005473772995174'
'0,0089375','0,006450401619077'
'0,008958333333333','0,007271851878613'
'0,008979166666667','0,007497614715248'
'0,009','0,007522639352828'
'0,009020833333333','0,008720882236958'
'0,009041666666667','0,008896715939045'
'0,0090625','0,008678677491844'
'0,009083333333333','0,008868203498423'
'0,009104166666667','0,009480341337621'
'0,009125','0,008787332102656'
'0,009145833333333','0,00848968885839'
'0,009166666666667','0,008645469322801'
'0,0091875','0,008725361898541'
'0,009208333333333','0,008005713112652'
'0,009229166666667','0,007783180102706'
'0,00925','0,008171871304512'
'0,009270833333333','0,007786908652633'
'0,009291666666667','0,007136989850551'
'0,0093125','0,007382684852928'
'0,009333333333333','0,007706668693572'
'0,009354166666667','0,006867159623653'
'0,009375','0,007045994978398'
'0,009395833333333','0,007486650254577'
'0,009416666666667','0,007308515254408'
'0,0094375','0,006986123975366'
'0,009458333333333','0,007812067866325'
'0,009479166666667','0,007807068526745'
'0,0095','0,007334019523114'
'0,009520833333333','0,007181325927377'
'0,009541666666667','0,007629233412445'
'0,0095625','0,006889122072607'
'0,009583333333333','0,006118210498244'
'0,009604166666667','0,005812629126012'
'0,009625','0,005559109151363'
'0,009645833333333','0,004167944192886'
'0,009666666666667','0,003286585677415'
'0,0096875','0,003160460852087'
'0,009708333333333','0,001925916643813'
'0,009729166666667','0,00022193537734'
'0,00975','-0,000481806288008'
'0,009770833333333','-0,001039338298142'
'0,009791666666667','-0,002897134283558'
'0,0098125','-0,003936916589737'
'0,009833333333333','-0,004597268998623'
'0,009854166666667','-0,005233214236796'
'0,009875','-0,00658209528774'
'0,009895833333333','-0,00673424359411'
'0,009916666666667','-0,006989745423198'
'0,0099375','-0,007665352895856'
'0,009958333333333','-0,008479139767587'
'0,009979166666667','-0,007754403632134'
'0,01','-0,008068662136793'
'0,010020833333333','-0,009192166849971'
'0,010041666666667','-0,008536258712411'
'0,0100625','-0,007999834604561'
'0,010083333333333','-0,008866489864886'
'0,010104166666667','-0,008742906153202'
'0,010125','-0,007908584550023'
'0,010145833333333','-0,008298195898533'
'0,010166666666667','-0,00880746729672'
'0,0101875','-0,008379423059523'
'0,010208333333333','-0,00808425899595'
'0,010229166666667','-0,009013771079481'
'0,01025','-0,00909661501646'
'0,010270833333333','-0,008985383436084'
'0,010291666666667','-0,009336126968265'
'0,0103125','-0,01008331682533'
'0,010333333333333','-0,009506333619356'
'0,010354166666667','-0,009720678441226'
'0,010375','-0,010075800120831'
'0,010395833333333','-0,010412319563329'
'0,010416666666667','-0,009997595101595'
'0,0104375','-0,009966193698347'
'0,010458333333333','-0,010598468594253'
'0,010479166666667','-0,010073516517878'
'0,0105','-0,009140918031335'
'0,010520833333333','-0,009362559765577'
'0,010541666666667','-0,00896964315325'
'0,0105625','-0,00737207243219'
'0,010583333333333','-0,00698271067813'
'0,010604166666667','-0,006420869845897'
'0,010625','-0,004863886162639'
'0,010645833333333','-0,003524589817971'
'0,010666666666667','-0,003130547702312'
'0,0106875','-0,001946277567185'
'0,010708333333333','-0,000434215122368'
'0,010729166666667','0,000472102401545'
'0,01075','0,000998795148917'
'0,010770833333333','0,002444113837555'
'0,010791666666667','0,003381453687325'
'0,0108125','0,00376508384943'
'0,010833333333333','0,004227395635098'
'0,010854166666667','0,005499187856913'
'0,010875','0,005394575651735'
'0,010895833333333','0,005492638796568'
'0,010916666666667','0,006038120947778'
'0,0109375','0,006416026968509'
'0,010958333333333','0,006362919695675'
'0,010979166666667','0,006080877501518'
'0,011','0,006805045995861'
'0,011020833333333','0,006938044913113'
'0,011041666666667','0,006788041442633'
'0,0110625','0,006844646763057'
'0,011083333333333','0,008001091890037'
'0,011104166666667','0,007639459799975'
'0,011125','0,00743362493813'
'0,011145833333333','0,008361322805285'
'0,011166666666667','0,008900340646505'
'0,0111875','0,008682964369655'
'0,011208333333333','0,009617041796446'
'0,011229166666667','0,010654995217919'
'0,01125','0,010466666892171'
'0,011270833333333','0,011043786071241'
'0,011291666666667','0,012301608920097'
'0,0113125','0,012307692319155'
'0,011333333333333','0,012346399016678'
'0,011354166666667','0,012779681012035'
'0,011375','0,012950021773577'
'0,011395833333333','0,012564805336297'
'0,011416666666667','0,012178309261799'
'0,0114375','0,012534922920168'
'0,011458333333333','0,011769719421864'
'0,011479166666667','0,010896854102612'
'0,0115','0,010549284517765'
'0,011520833333333','0,010054424405098'
'0,011541666666667','0,00882665719837'
'0,0115625','0,007877417840064'
'0,011583333333333','0,007091758772731'
'0,011604166666667','0,006453883368522'
'0,011625','0,004858942702413'
'0,011645833333333','0,004112747963518'
'0,011666666666667','0,003737868275493'
'0,0116875','0,002674801507965'
'0,011708333333333','0,001474009011872'
'0,011729166666667','0,001102898735553'
'0,01175','0,000650673289783'
'0,011770833333333','-0,000815663021058'
'0,011791666666667','-0,00101495301351'
'0,0118125','-0,001164624467492'
'0,011833333333333','-0,002267313655466'
'0,011854166666667','-0,002821236848831'
'0,011875','-0,00237261550501'
'0,011895833333333','-0,002710193395615'
'0,011916666666667','-0,003481670748442'
'0,0119375','-0,003620096016675'
'0,011958333333333','-0,003323280252516'
'0,011979166666667','-0,004189450293779'
'0,012','-0,004875684157014'
'0,012020833333333','-0,004778450354934'
'0,012041666666667','-0,00517406873405'
'0,0120625','-0,006409200374037'
'0,012083333333333','-0,006772860884666'
'0,012104166666667','-0,006932231597602'
'0,012125','-0,007885258644819'
'0,012145833333333','-0,009057415649295'
'0,012166666666667','-0,009201992303133'
'0,0121875','-0,009949636645615'
'0,012208333333333','-0,011186980642378'
'0,012229166666667','-0,011765842325986'
'0,01225','-0,012007396668196'
'0,012270833333333','-0,012935156002641'
'0,012291666666667','-0,013866603374481'
'0,0123125','-0,013410666957498'
'0,012333333333333','-0,013605009764433'
'0,012354166666667','-0,01389154791832'
'0,012375','-0,013903855346143'
'0,012395833333333','-0,012937408871949'
'0,012416666666667','-0,013086277060211'
'0,0124375','-0,012803131714463'
'0,012458333333333','-0,011653036810458'
'0,012479166666667','-0,01078456453979'
'0,0125','-0,011066677980125'
'0,012520833333333','-0,009874149225652'
'0,012541666666667','-0,008199106901884'
'0,0125625','-0,00813936535269'
'0,012583333333333','-0,007649941369891'
'0,012604166666667','-0,00628499314189'
'0,012625','-0,005723540205508'
'0,012645833333333','-0,005855536088347'
'0,012666666666667','-0,00508781010285'
'0,0126875','-0,004322706721723'
'0,012708333333333','-0,004085731226951'
'0,012729166666667','-0,004460698459297'
'0,01275','-0,00353664951399'
'0,012770833333333','-0,003214792348444'
'0,012791666666667','-0,003329529892653'
'0,0128125','-0,003056593704969'
'0,012833333333333','-0,002078987658024'
'0,012854166666667','-0,002127408748493'
'0,012875','-0,002195074688643'
'0,012895833333333','-0,001666848198511'
'0,012916666666667','-0,000870690913871'
'0,0129375','-0,001294950488955'
'0,012958333333333','-0,001057780347765'
'0,012979166666667','0,000353938434273'
'0,013','0,000352263450623'
'0,013020833333333','0,000614597694948'
'0,013041666666667','0,001777520170435'
'0,0130625','0,002343267202377'
'0,013083333333333','0,002572119701654'
'0,013104166666667','0,003744424786419'
'0,013125','0,004484088160098'
'0,013145833333333','0,005292410030961'
'0,013166666666667','0,005750268697739'
'0,0131875','0,006803639698774'
'0,013208333333333','0,007727512624115'
'0,013229166666667','0,008007268421352'
'0,01325','0,008266720920801'
'0,013270833333333','0,009364048019052'
'0,013291666666667','0,009074000641704'
'0,0133125','0,008728325366974'
'0,013333333333333','0,00896056368947'
'0,013354166666667','0,00899787992239'
'0,013375','0,007917690090835'
'0,013395833333333','0,007448541000485'
'0,013416666666667','0,007383028976619'
'0,0134375','0,006447756662965'
'0,013458333333333','0,005595130380243'
'0,013479166666667','0,00505106151104'
'0,0135','0,00498369988054'
'0,013520833333333','0,003576706396416'
'0,013541666666667','0,003021332900971'
'0,0135625','0,00300340121612'
'0,013583333333333','0,002600776264444'
'0,013604166666667','0,001648621284403'
'0,013625','0,002034672070295'
'0,013645833333333','0,002379184355959'
'0,013666666666667','0,001919202273712'
'0,0136875','0,001792086986825'
'0,013708333333333','0,002789326244965'
'0,013729166666667','0,002676635980606'
'0,01375','0,002279708860442'
'0,013770833333333','0,002860816661268'
'0,013791666666667','0,00318396743387'
'0,0138125','0,002785438671708'
'0,013833333333333','0,002596666570753'
'0,013854166666667','0,002986095845699'
'0,013875','0,002559186890721'
'0,013895833333333','0,001877825241536'
'0,013916666666667','0,001445640460588'
'0,0139375','0,001341433729976'
'0,013958333333333','0,000259188993368'
'0,013979166666667','-0,000685775536112'
'0,014','-0,000987323001027'
'0,014020833333333','-0,001753157936037'
'0,014041666666667','-0,003097157226875'
'0,0140625','-0,003123567439616'
'0,014083333333333','-0,00339296204038'
'0,014104166666667','-0,004287981428206'
'0,014125','-0,004703260026872'
'0,014145833333333','-0,004223868250847'
'0,014166666666667','-0,00433859648183'
'0,0141875','-0,004843826405704'
'0,014208333333333','-0,004679589532316'
'0,014229166666667','-0,003962525166571'
'0,01425','-0,004099568352103'
'0,014270833333333','-0,004136172588915'
'0,014291666666667','-0,002955059986562'
'0,0143125','-0,00249329674989'
'0,014333333333333','-0,002800588030368'
'0,014354166666667','-0,002074767602608'
'0,014375','-0,000911155948415'
'0,014395833333333','-0,0011568935588'
'0,014416666666667','-0,000719538948033'
'0,0144375','0,000242105219513'
'0,014458333333333','0,00033521396108'
'0,014479166666667','-0,000207568984479'
'0,0145','0,000674669165164'
'0,014520833333333','0,000946554471739'
'0,014541666666667','0,000655934971292'
'0,0145625','0,000572751334403'
'0,014583333333333','0,001221510232426'
'0,014604166666667','0,001040718751028'
'0,014625','0,000246319221333'
'0,014645833333333','0,000565510243177'
'0,014666666666667','0,000737445661798'
'0,0146875','0,000213675972191'
'0,014708333333333','-0,000263161520706'
'0,014729166666667','0,00035622541327'
'0,01475','0,000520789762959'
'0,014770833333333','3,52398492395878E-05'
'0,014791666666667','0,000394682050683'
'0,0148125','0,001477770856582'
'0,014833333333333','0,001205944223329'
'0,014854166666667','0,001466450747103'
'0,014875','0,002629034221172'
'0,014895833333333','0,003253586823121'
'0,014916666666667','0,003270278219134'
'0,0149375','0,00445062527433'
'0,014958333333333','0,005516005214304'
'0,014979166666667','0,005901956930757'
'0,015','0,006280354224145'
'0,015020833333333','0,007270026020706'
'0,015041666666667','0,00779808871448'
'0,0150625','0,007693388964981'
'0,015083333333333','0,007978167384863'
'0,015104166666667','0,008253770880401'
'0,015125','0,007993180304766'
'0,015145833333333','0,007150826975703'
'0,015166666666667','0,007307652849704'
'0,0151875','0,00670402823016'
'0,015208333333333','0,005734447855502'
'0,015229166666667','0,005427856463939'
'0,01525','0,005497070495039'
'0,015270833333333','0,004466924350709'
'0,015291666666667','0,0034473920241'
'0,0153125','0,003597544040531'
'0,015333333333333','0,002998147159815'
'0,015354166666667','0,001859004842117'
'0,015375','0,001982528483495'
'0,015395833333333','0,001821413170546'
'0,015416666666667','0,001114920596592'
'0,0154375','0,000693012494594'
'0,015458333333333','0,000938094453886'
'0,015479166666667','0,000774543965235'
'0,0155','0,000106895109639'
'0,015520833333333','0,000132858433062'
'0,015541666666667','0,000163542688824'
'0,0155625','-6,1504433688242E-05'
'0,015583333333333','-0,000549020012841'
'0,015604166666667','-0,000205566873774'
'0,015625','-0,000118997180834'
'0,015645833333333','-0,000488620251417'
'0,015666666666667','-0,000389414140955'
'0,0156875','-9,03836917132139E-05'
'0,015708333333333','-0,000644966203254'
'0,015729166666667','-0,000997548107989'
'0,01575','-0,000897273712326'
'0,015770833333333','-0,001071624807082'
'0,015791666666667','-0,002143467077985'
'0,0158125','-0,002603528788313'
'0,015833333333333','-0,00253429193981'
'0,015854166666667','-0,003670999780297'
'0,015875','-0,004633626900613'
'0,015895833333333','-0,004764639306813'
'0,015916666666667','-0,005420306231827'
'0,0159375','-0,006558225024492'
'0,015958333333333','-0,00706858932972'
'0,015979166666667','-0,007219073362648'
'0,016','-0,007876445539296'
'0,016020833333333','-0,008734472095966'
'0,016041666666667','-0,008461493998766'
'0,0160625','-0,008425696752965'
'0,016083333333333','-0,009102608077228'
'0,016104166666667','-0,008916031569242'
'0,016125','-0,007960176095366'
'0,016145833333333','-0,007927305065095'
'0,016166666666667','-0,007872426882386'
'0,0161875','-0,00677939131856'
'0,016208333333333','-0,005851906258613'
'0,016229166666667','-0,005740000866354'
'0,01625','-0,004970288835466'
'0,016270833333333','-0,003769339993596'
'0,016291666666667','-0,003219962120056'
'0,0163125','-0,002981258090585'
'0,016333333333333','-0,001820076140575'
'0,016354166666667','-0,001317151705734'
'0,016375','-0,001523021608591'
'0,016395833333333','-0,001064181909896'
'0,016416666666667','-0,000665445695631'
'0,0164375','-0,000878151739016'
